"Pax6" "Mash1" "Zic1" "Brn2" "Tuj1" "Hes5" "Scl" "Olig2" "Stat3" "Aldh1L" "Myt1L" "Sox8"
"cell_68" 5.83824121723816 1.86361045391396 0.854510639490119 0.132268660990007 0.16619925737446 1.89385446294859 1.13175577999679 1.14491995541661 0.134290349162477 0.101524021457495 0.0963728991278546 0.268101135518844
"cell_69" 5.83715370933076 1.87836380179083 0.884514424158991 0.13818447055735 0.171892843052558 1.90566803146802 1.15162041431855 1.16135065650445 0.1453333585361 0.112838300935616 0.0972874328008181 0.274953768908237
"cell_70" 5.82878847102606 1.89645528514377 0.904785833289652 0.159042847088256 0.170279371322196 1.92369698466062 1.18034929921166 1.17809966780956 0.159679687045911 0.107009786121126 0.107991420480586 0.281231441970626
"cell_71" 5.81637773861702 1.91437548631924 0.911502726127463 0.160692521020971 0.173516517802815 1.93088554100126 1.2155814011455 1.1938939268466 0.174939248453507 0.0899171542307962 0.121307606545146 0.270138191897545
"cell_72" 5.81635788596827 1.93516737609225 0.933325413382839 0.168055988495086 0.177212178948272 1.94379062874687 1.23341886824837 1.19864780449104 0.19501966189768 0.0853908860135848 0.114735985604348 0.279418991635235
"cell_73" 5.7986529368375 1.93966912575915 0.963676512663489 0.176844574802285 0.178552016814442 1.95696449733565 1.26663348374265 1.2209030551593 0.207677186232532 0.0756023357199174 0.130303878952994 0.305218454474412
"cell_74" 5.81264581283811 1.94171891673006 0.992788726078887 0.192250631910637 0.192695106419479 1.96760669529263 1.29889973306759 1.23702408256708 0.217296531067767 0.0866887893611513 0.125376763176111 0.309115615001642
"cell_75" 5.80370799992953 1.96801212583873 1.01904367786919 0.205455555998631 0.207053069469152 1.95802443018045 1.29632969470221 1.24398405219243 0.21762987091035 0.0957291704257691 0.134066476483649 0.330359927006958
"cell_76" 5.79785824386006 1.96617857812198 1.05118485938237 0.218728357620375 0.238872261869491 1.98309415108755 1.31599929311901 1.26632617209512 0.241270420178635 0.0978938992101182 0.149213242207829 0.341919209903096
"cell_77" 5.80831674186259 1.98185586156709 1.07002450947106 0.229190282355124 0.24700585403766 2.00252976598663 1.3469664433674 1.27610188390842 0.273339498248621 0.0928845410460053 0.163255310690483 0.357927375623509
"cell_78" 5.80217339781273 2.0027462472578 1.09002450698153 0.245555575638847 0.271666222079531 2.0156181227288 1.37380163232435 1.30046944916748 0.289888055718508 0.0902963779278073 0.17491913533868 0.379315248667921
"cell_79" 5.79353639259272 2.01429349151553 1.10374514508429 0.243667336034184 0.285430147650892 2.04437973817046 1.39893188311314 1.30816892802405 0.305552242707461 0.0867479852386324 0.183447357771668 0.387793894917996
"cell_80" 5.79975552650462 2.02821255374396 1.10814698074572 0.247442213248474 0.312080547834156 2.06589871657808 1.42763680848246 1.33486459157687 0.323250591893278 0.0841260742248145 0.191846770541964 0.392807995189783
"cell_81" 5.82822769458239 2.03316831728346 1.11341410928696 0.254333796937613 0.326450911956216 2.08886169751121 1.4396926857538 1.33292882325811 0.349271275663236 0.0799628800421788 0.212137392951245 0.384750071995871
"cell_82" 5.83116563196023 2.03364600015526 1.14483615073627 0.263192277451725 0.331183838332529 2.11166166071588 1.46047235867589 1.35092249977037 0.348873859848541 0.0869929944489392 0.233589508917772 0.396388013255068
"cell_83" 5.83502881351172 2.03604799370673 1.16916830441049 0.259584188282021 0.35194082237803 2.12424024597669 1.48221590962346 1.36409017478441 0.365071770905493 0.0902755543283091 0.251490735317435 0.401897757851139
"cell_84" 5.83470967568168 2.04217695793855 1.18593350687362 0.253685603040763 0.361463646498048 2.12206329943581 1.50655239029038 1.37396008124025 0.368593065751198 0.0910540877838957 0.258802615168839 0.409633906279243
"cell_85" 5.83820233591083 2.06160176155756 1.20414379651409 0.255348904686394 0.384883598394905 2.13558519912809 1.51340583139812 1.38951026112701 0.381492816571592 0.0859542693222636 0.257157434324836 0.412729361416971
"cell_86" 5.83707948660312 2.07193189245855 1.21803936006661 0.256636377199828 0.402000337477067 2.12745827650264 1.52952587375663 1.39164616159926 0.379642024080224 0.0783563015590496 0.275490161911229 0.416658921893794
"cell_87" 5.84349371012611 2.07258860366884 1.2365091955824 0.265732507594152 0.414856827536338 2.12932447275861 1.54954700731525 1.40360167726233 0.394461802635101 0.0743084193641887 0.293992620723397 0.411939066247284
"cell_88" 5.84420228671186 2.06345783463627 1.2566413322321 0.271057371904951 0.429874089821374 2.1409783220773 1.56840066185999 1.41580805392527 0.423780468039691 0.0648364478049089 0.314452086443911 0.426859119203031
"cell_89" 5.85084902892509 2.08648026755968 1.28084319480467 0.264937604986756 0.451644939200504 2.14882230846636 1.58798874236372 1.43355043802248 0.437743571530646 0.0558400536142969 0.325231803379372 0.43767953774532
"cell_90" 5.86749545803879 2.09595776896665 1.27510365441293 0.257209905228475 0.460317796708298 2.1536008126934 1.59289918107887 1.43555884536188 0.451360731181136 0.0790637834564816 0.33310007474961 0.454363978688227
"cell_91" 5.87928672012005 2.08885298511913 1.2857556221144 0.267955977318174 0.477218982361016 2.16083995445105 1.60435403747402 1.45304925831327 0.461583198249585 0.0909710474218216 0.339725996898612 0.473209833983004
"cell_92" 5.87538806884749 2.10257006933072 1.30881870247919 0.276714643845165 0.501788512250112 2.16040329920076 1.6227588242404 1.44973941928495 0.467337188766306 0.0901852208068497 0.3528927243421 0.492946111703141
"cell_93" 5.87101581891848 2.10634972266187 1.33029141065237 0.275616526647673 0.516843470341844 2.16967118941139 1.62765070132324 1.45405820406522 0.479126122107627 0.0876857557578597 0.343574203225942 0.492552520185048
"cell_94" 5.86958641755802 2.10668312112895 1.35126716897968 0.303563654759537 0.531410737468835 2.19758427328853 1.64269386301063 1.45301405223918 0.499474764902045 0.0760516737935017 0.361067532257595 0.503195905768003
"cell_95" 5.84659129050647 2.09266436585282 1.36128372182348 0.306557078044315 0.544537544627481 2.21303495008588 1.65434342381641 1.46282887509838 0.525855398140816 0.0772675828142374 0.365899543138016 0.520946398445801
